source_id,category,title,question,answer,created_at,updated_at,raw_json
1855,부가서비스/마케팅,페이스북 shop에 상품정보는 어떻게 연동하나요?,페이스북 shop에 상품정보는 어떻게 연동하나요?,"1. '마케팅 > 페이스북 쇼핑 > 제품 피드 URL 생성'을 '생성'으로 선택 후, 저장합니다.
2. 페이스북 비즈니스 관리자↗에 로그인 합니다.
3. 설정하고자하는 비즈니스포트폴리오항목 옆에 설정아이콘 또는 하단에 설정을 클릭합니다.
4. '데이터 소스 > 카탈로그'에서 '추가 > 새 카탈로그 만들기'를 클릭 후 카탈로그 이름과 유형을 선택하여 카탈로그를 생성합니다.
5. 생성된 카탈로그 페이지에서 '제품 추가'를 클릭합니다.
6. 커머스 관리자 페이지에서 '카탈로그 > 제품 > 제품추가' 를 클릭합니다.
7. 제품 추가 옵션 선택에서 '데이터 피드'를 선택한 뒤 다음을 클릭합니다.
8. '데이터피드>파일 업로드 방법 선택 > URL 또는 Google 스프레드시트의 URL을 입력하세요' 선택 하여
URL 입력란에 '도메인/partner/facebook' 입력 후, 다음을 클릭합니다.
ex. 이용중인 도메인이 firstmall.kr일 경우 'https://firstmall.kr/partner/facebook' 로 입력
9. 기본통화를 선택해주시고, 업데이트 예약 일정은 '매일'로 선택 후 시간은 '01:00AM' 입력하여 업로드를 클릭합니다.",,,"{""list_item"": {""seq"": 1855, ""category"": ""부가서비스/마케팅"", ""subject"": ""페이스북 shop에 상품정보는 어떻게 연동하나요?""}, ""detail_url"": ""https://www.firstmall.kr/customer/faq/1855"", ""detail_answer_collected"": true}"
1853,부가서비스/마케팅,페이스북 픽셀 ID는 어떻게 발급받나요?,페이스북 픽셀 ID는 어떻게 발급받나요?,"1. 페이스북 비즈니스 관리자↗에 로그인 합니다.
2. '三 > 비즈니스 설정'을 클릭합니다.
3. '데이터 소스 > 픽셀'에서 '추가'를 클릭합니다.
4. 픽셀 이름과 웹사이트 URL 입력한 후 '계속'을 클릭합니다.
5. 생성된 픽셀ID를 복사합니다.
6. 복사한 픽셀ID를 '마케팅 > 페이스북 쇼핑 > 픽셀ID'에 입력 후, 저장합니다.
※ 페이스북 SHOP 상품 정보 연동 방법 FAQ↗",,,"{""list_item"": {""seq"": 1853, ""category"": ""부가서비스/마케팅"", ""subject"": ""페이스북 픽셀 ID는 어떻게 발급받나요?""}, ""detail_url"": ""https://www.firstmall.kr/customer/faq/1853"", ""detail_answer_collected"": true}"
1833,퍼스트몰 기능,"네이버 웹페이지 최적화시 ""대표 URL을 확인할 수 없습니다"" 라고 뜹니다.","네이버 웹페이지 최적화시 ""대표 URL을 확인할 수 없습니다"" 라고 뜹니다.","네이버 검색창에 사이트 등록하기 FAQ↗를 진행하시고 난 다음에도 검색등록이 정상적으로 되지 않고, 웹마스터 도구 > 검증 > 웹페이지 최적화에서 확인 시 선호 URL 항목 진단결과가 "" 대표 URL 을 확인할 수 없습니다. "" 로 노출되실 경우 아래와 같이 진행해주시기 바랍니다.
1. '디자인 > HTML 에디터'로 접속하여 'data/skin/[사용중인스킨명]/_modules/common/html_header.html'에서 검색등록시 삽입하신 메타태그 뒤 부분에 아래의 소스를 삽입해주시기 바랍니다.
<link rel=""canonical"" href=""https://쇼핑몰도메인"">
2. 이후 반드시 네이버 웹마스터 도구에서 웹페이지 수집요청 후 이용해 주시기 바랍니다. ( 해당 부분은 수집요청 후 영업일 기준 3~7일 정도 소요될 수 있는 점 참고 부탁드립니다. )
아래를 참고하셔서 '웹마스터 도구 > 해당 쇼핑몰 도메인 선택 > 요청 > 페이지 수집'에서 확인버튼을 클릭해주시면 됩니다.",,,"{""list_item"": {""seq"": 1833, ""category"": ""퍼스트몰 기능"", ""subject"": ""네이버 웹페이지 최적화시 \""대표 URL을 확인할 수 없습니다\"" 라고 뜹니다.""}, ""detail_url"": ""https://www.firstmall.kr/customer/faq/1833"", ""detail_answer_collected"": true}"
1826,부가서비스/마케팅,네이버페이 주문형 주문건의 반품비는 어떻게 계산되나요?,네이버페이 주문형 주문건의 반품비는 어떻게 계산되나요?,"네이버페이 주문형 주문건의 경우
구매자 귀책 사유로 반품이 접수되면 '네이버페이센터 > 내정보 > 가입정보 변경'의 반품배송비 기준으로 자동 청구됩니다.
반품 비용 설정 내역은 '반품 관리'에서 '반품 배송비' 항목을 클릭하면 확인 가능합니다.
※ 입력된 금액이 없다면 반품 비용이 청구되지 않은 건 입니다.
※ 반품 배송비 외 추가되는 금액을 추가로 청구하신 경우 '기타반품비용' 항목에도 금액이 노출되므로 함께 확인해 주세요.
반품 비용이 자동 청구되지 않아 비용 입력이 필요한 경우는
반품사유를 구매자 귀책으로 수정 후 '환불보류 설정' 팝업에서 반품 비용을 청구할 수 있습니다.
연동버전 2.1 이용 가맹점 - 반품 비용 입력 방법
1. [취소반품교환관리 > 반품관리] 메뉴에서 주문을 조회해 주세요.
2. 처리할 주문 선택 후 '환불보류 설정'을 클릭해 주세요.
3. 환불보류 설정 팝업에서 반품사유 수정이 가능합니다.
- [수정] 버튼을 클릭하면 반품요청 사유 선택란이 활성화되며 이후 [저장] 버튼까지 꼭 클릭해 주세요.
- 반품 배송비 청구가 필요한 경우에는 구매자 귀책 사유로 변경해 주셔야 합니다.
4. 반품배송비 청구 등 보류사유 선택 후 구매자에게 안내할 사유를 입력해 주세요.
5. '보류설정' 버튼을 클릭해 주세요.
이후 판매자에게 입금된 내역 및 상품에 동봉된 내역이 확인되면, 아래 도움말을 참고하여 반품 승인 진행해 주세요.
관련하여 네이버페이 고객센터에서 확인해주시기 바랍니다.
※ 반품비 입력방법↗
※ 반품배송비 결제방법 확인↗",,,"{""list_item"": {""seq"": 1826, ""category"": ""부가서비스/마케팅"", ""subject"": ""네이버페이 주문형 주문건의 반품비는 어떻게 계산되나요?""}, ""detail_url"": ""https://www.firstmall.kr/customer/faq/1826"", ""detail_answer_collected"": true}"
1822,퍼스트몰 기능 > 판매상품,호스팅 용량 정리 방법 안내(상품 상세 이미지 삭제 방법),호스팅 용량 정리 방법 안내(상품 상세 이미지 삭제 방법),"1. 상품 상세 설명 이미지
관리자 페이지에서 상품 삭제 시 대표이미지는 같이 삭제가 되나 상품 설명 이미지는 남아있습니다.
(상품 대표이미지는 /data/goods 폴더 밑에 연도에 따라 폴더별로 생성됩니다.)
상품 설명 이미지는 /data/editor 폴더 밑으로 저장되어 따로 찾아서 삭제해주셔야 합니다.
예를들어
img src=""/data/editor/goods/1/2021/11/42_f3ccdd27d2000e3f9255a7e3e2c488001731193.jpg""
img src=""/data/editor/goods/1/2021/11/42_156005c5baf40ff51a327f1c34f2975b1731373.jpg""
위 경로를 FTP 또는 디자인> HTML에디터를 클릭, 노란색 폴더에서 해당 경로를 찾아 삭제해주시면 됩니다.
삭제 전 미리 엑셀 다운로드로 상품설명을 포함하여 다운로드 받아놓거나 상품 설명의 HTML소스를 체크 후 경로를 확인해주시기 바랍니다.
2. 게시판 첨부파일
게시판 글 등록 시 첨부파일을 첨부할 경우 해당 파일도 용량을 차지합니다.
일반적으로 게시판에서 가장 많이 쓰이는 상품 후기 게시판은 포토후기 등록으로 용량을 많이 차지합니다.
/data/board 폴더 밑으로 각 게시판 아이디별로 첨부파일이 저장되며, 후기 게시판의 경우 /data/board/goods_review 폴더로 저장됩니다.
해당 글에서 기존 이미지를 저장 후 크기 등 용량 조정 후에 다시 등록하시고, 기존 등록된 이미지는 첨부파일에서 삭제하시면
기존 이미지는 자동 삭제되니 참고하시기 바랍니다.
3. 디자인 스킨
'디자인> 스킨 관리 > 스킨설정'에서 추가 되어 있는 스킨도 용량에 포함됩니다.
사용하지 않는 스킨을 '삭제하여 용량을 확보할 수 있습니다.
※ 이미지 삭제 후, 관리자페이 수치에는 매일 새벽에 반영됩니다. 용량 정리 후 1:1문의↗를 남겨주시면 갱신하여 드립니다.",,,"{""list_item"": {""seq"": 1822, ""category"": ""퍼스트몰 기능 > 판매상품"", ""subject"": ""호스팅 용량 정리 방법 안내(상품 상세 이미지 삭제 방법)""}, ""detail_url"": ""https://www.firstmall.kr/customer/faq/1822"", ""detail_answer_collected"": true}"
1795,퍼스트몰 기능 > 회원,"SNS 회원가입 시 이름이 ""고객""으로 노출됩니다","SNS 회원가입 시 이름이 ""고객""으로 노출됩니다","※ 카카오싱크(비즈니스 채널) 이용시
1. '설정 > 회원설정 > 로그인 및 회원가입' 클릭 후, 카카오로부터 제공받고자하는 항목을 '개인 회원가입 시 입력항목'을 '사용', '필수'로 선택합니다.
2. 카카오개발자센터↗ 내 '카카오로그인의 '동의항목'에서 새로고침(F5)하여 확인해주시기 바랍니다.
■ 카카오싱크페이지내 메뉴에서 '항목'의 '설정'을 클릭시 아래와 같이 메시지 발생합니다.
위 1번 안내와 같이, 퍼스트몰 관리자페이지내 '설정 > 회원설정 > 로그인 및 회원가입'의 '개인 회원가입 시 입력항목'을 '사용', '필수'선택에 의해 변경됩니다.
※ 일반 - 비즈니스채널이 아닌 경우
#비즈니스채널이 아닌 경우 '이름'항목은 권한이 없습니다. 비즈니스 채널로 변경 후 이용해주시기 바랍니다.
이름항목외 닉네임, 이메일등 정보를 제공받고자 하실 경우 아래와 같이 설정해보시기 바랍니다.
1. 카카오개발자센터↗ 에 접속하여 로그인 후, 쇼핑몰에 적용중인 앱을 클릭합니다.
2. 왼쪽 메뉴에서 카카오 로그인의 '동의항목'을 클릭한 다음, 닉네임의 설정을 클릭하셔서 필수 동의로 선택 후 저장합니다.
3. 가입 시 필수로 안내가 되며, 카카오톡에 설정된 닉네임이 이름으로 등록됩니다.
※ 네이버 동의항목 설정 안내 FAQ↗",,,"{""list_item"": {""seq"": 1795, ""category"": ""퍼스트몰 기능 > 회원"", ""subject"": ""SNS 회원가입 시 이름이 \""고객\""으로 노출됩니다""}, ""detail_url"": ""https://www.firstmall.kr/customer/faq/1795"", ""detail_answer_collected"": true}"
1780,퍼스트몰 기능,오픈마켓에 이미 등록된 상품의 배송비를 변경하고 싶어요 (직접연동),오픈마켓에 이미 등록된 상품의 배송비를 변경하고 싶어요 (직접연동),"‘직접연동’을 이용할 경우 오픈마켓에 이미 등록된 상품의 배송비 또는 반품배송비를 변경하는 방법은 다음과 같습니다.
1. '오픈마켓 > 상품관리 > 상품조회'에서 배송비를 변경하고자 하는 상품의 ‘수정’ 버튼을 클릭합니다.
2. 수정페이지에서 ‘배송정보’ 또는 ‘반품정보’항목에 입력 되어있는 금액을 변경하신 후 오른쪽 상단에 ‘수정’을 클릭합니다.
※ '직접연동'이 아닌 '샵링커 연동'을 이용하실 경우 샵랑커 FAQ↗를 참고하여 주시기 바랍니다.",,,"{""list_item"": {""seq"": 1780, ""category"": ""퍼스트몰 기능"", ""subject"": ""오픈마켓에 이미 등록된 상품의 배송비를 변경하고 싶어요 (직접연동)""}, ""detail_url"": ""https://www.firstmall.kr/customer/faq/1780"", ""detail_answer_collected"": true}"
1762,구축/운영,DB 접속 방법 안내 (HeidiSQL),DB 접속 방법 안내 (HeidiSQL),"※ 2021년 10월 7일 부터 phpMyAdmin DB 접속 기능을 제공하지 않게 되었습니다.
기존에 phpMyAdmin을 이용하셨던 고객님은 HeidiSQL을 통한 SSH 터널링으로 DB 접속이 가능합니다. (관련 공지사항 바로가기 ↗)
===================================================================================
1. HeidiSQL↗에 접속 후 Portable version 을 클릭하세요.
2. 다운로드 받은 파일에 대해 압축을 해제 하신 후 heidisql.exe 를 실행하세요.
3. 프로그램 실행 후 좌측 하단의 [+신규] 버튼을 클릭하여 '설정' 탭의 정보를 입력해주세요.
※ DB정보 확인 FAQ↗
① 네트워크 유형 : MariaDB or MySQL (SSH tunnel) 선택
② 호스트명 / IP : DB 서버 IP 입력 (app/config/database.php 'hostname')
③ 사용자 : DB 아이디 입력 (app/config/database.php 'username')
④ 암호 : DB 암호 입력 (app/config/database.php 'password')
⑤ 포트 : DB 포트 입력 (Default : 3306)
4. 다음으로 'SSH 터널' 탭을 클릭하신 후 정보를 입력해주세요.
SSH 호스트IP 확인 FAQ↗
① SSH 호스트 + 포트 : SSH 호스트IP 입력
FTP 정보확인 FAQ↗
② 사용자 이름 : FTP 아이디 입력
③ 암호 : FTP 비밀번호 입력
5. 위 순서로 정보 입력 완료 후 '열기'를 클릭하시면 DB 접속이 완료됩니다.",,,"{""list_item"": {""seq"": 1762, ""category"": ""구축/운영"", ""subject"": ""DB 접속 방법 안내 (HeidiSQL)""}, ""detail_url"": ""https://www.firstmall.kr/customer/faq/1762"", ""detail_answer_collected"": true}"
1758,구축/운영,독립몰 이용시 설치환경 또는 프로그램 사양은 어떻게 되나요?,독립몰 이용시 설치환경 또는 프로그램 사양은 어떻게 되나요?,"독립몰 일반몰, 독립 입점몰, 독립 창고관리몰 이용시 아래 사양을 참고해주시기 바랍니다.
* PHP버전 업그레이드 설치 환경 ( 24년 06월 25일 이후 )
- 운영체제 : Linux 3.10.x 이상 (Rocky Linux 8.x 권장)
- 웹서버 : Apache 2.4.x
- 프로그램 언어 : PHP 8.2.x
- 암호화 : phpscrew
- 데이터베이스(DB) : MySQL 8.0.x
- Character Set : UTF-8
- 코드이그나이터 : 3.1.13
* 기존 설치 환경
- 운영체제 : Linux 3.10.x 이상 (Rocky Linux 8.x 권장)
- 웹서버 : Apache 2.4.x
- 프로그램 언어 : PHP 7.0.x
- 암호화 : phpscrew
- 데이터베이스(DB) : MySQL 5.7.x
- Character Set : UTF-8
- 코드이그나이터 : 3.0.6",,,"{""list_item"": {""seq"": 1758, ""category"": ""구축/운영"", ""subject"": ""독립몰 이용시 설치환경 또는 프로그램 사양은 어떻게 되나요?""}, ""detail_url"": ""https://www.firstmall.kr/customer/faq/1758"", ""detail_answer_collected"": true}"
1746,퍼스트몰 기능,쇼핑몰 신청시 무료로 제공되는 shop 도메인 신청은 어떻게 해야 하나요?,쇼핑몰 신청시 무료로 제공되는 shop 도메인 신청은 어떻게 해야 하나요?,".shop 도메인 무료 이벤트 는 무료 / 임대 / 독립(쇼핑몰 호스팅) 을 신청하시는 분들을 대상으로 해당 shop 도메인 1년 이용료를 무료로 제공하는 이벤트입니다.
신규로 신청하신 후 도메인을 등록하는 과정은 아래의 절차대로 참고하셔서 진행해주시기 바랍니다.
1. 먼저 솔루션을 신규로 신청하실 경우 아래의 도메인 이벤트를 '.shop 도메인 신청함' 으로 선택하신 후 신청해주실 경우 도메인을 무료로 이용하실 수 있습니다.
2. 솔루션을 신청하시고 나면, my 퍼스트몰을 클릭하신 후 신청하신 도메인을 클릭해주세요.
3. 하단의 부가서비스 쪽의 SHOP 도메인 1년 신청 을 클릭해주세요
4. 도메인 주소를 검색하셔서 입력하신 후, 신청정보를 입력 후 신청하기 버튼까지 클릭해주세요.
신청하시고 나면, 아래의 팝업창처럼 도메인 신청이 정상적으로 완료되었다는 팝업창을 확인하실 수 있습니다.
** 주의해주실 것은, 해당 도메인은 반드시 이벤트 기간 내 (당월 말) 까지 도메인 등록을 진행해주셔야 하며, 이벤트 기간이 종료되면 도메인 등록이 불가능하니 참고 부탁드립니다.
※ 단, 퍼스트몰 내에서 신청하시고 난 후 실제 서비스가 반영되기까지 (도메인 생성) 약 30분 정도가 소요될 수 있습니다. (가비아측에서 정보를 업데이트하기까지 시간이 소요됩니다.)
5. 최종적으로 신청하신 후 신청하신 솔루션에 해당 SHOP 도메인을 연결하시는 방법은 대표도메인 연결 FAQ↗을 참고하시기 바랍니다.",,,"{""list_item"": {""seq"": 1746, ""category"": ""퍼스트몰 기능"", ""subject"": ""쇼핑몰 신청시 무료로 제공되는 shop 도메인 신청은 어떻게 해야 하나요?""}, ""detail_url"": ""https://www.firstmall.kr/customer/faq/1746"", ""detail_answer_collected"": true}"
1745,부가서비스/마케팅,구글 애널리틱스4 설정방법 전자상거래 사용 설정 확인 방법 및 화폐 단위 변경,구글 애널리틱스4 설정방법 전자상거래 사용 설정 확인 방법 및 화폐 단위 변경,"구글 애널리틱스4 계정 생성 시 보고 시간대 혹은 표시 통화를 잘못 설정하신 경우 아래와 같이 방법으로 설정 변경이 가능합니다.
STEP1. 구글 애널리틱스4 좌측 하단의 관리 버튼 클릭
STEP2. 관리자 > 속성 정보에서 '속성 설정' 클릭
STEP3. 변경하고자 하는 속성 정보 변경 후 '저장' 버튼 클릭
STEP4. 일정시간(최대 1일) 이후에 변경된 정보로 정상 수집 여부 확인",,,"{""list_item"": {""seq"": 1745, ""category"": ""부가서비스/마케팅"", ""subject"": ""구글 애널리틱스4 설정방법 전자상거래 사용 설정 확인 방법 및 화폐 단위 변경""}, ""detail_url"": ""https://www.firstmall.kr/customer/faq/1745"", ""detail_answer_collected"": true}"
1744,부가서비스/마케팅,구글 애널리틱스4 설정방법,구글 애널리틱스4 설정방법,"1. 신규 사용자
기존 구글 애널리틱스 유니버셜 설정을 안하신 사용자의 경우
구글 애널리틱스↗ 가입 후, 구글 애널리틱스에 접속하신 후 ‘무료로 계정만들기’ 또는 ‘측정시작’을 클릭합니다.
https://analytics.google.com/analytics/web/provision/?authuser=0#/provision
STEP1. ‘계정설정’에서 쇼핑몰 이름을 작성하신 후 다음버튼을 눌러주세요.
STEP2. ‘속성 설정’에서 속성 정보를 입력한 후 페이지 하단에 ‘다음’ 버튼을 클릭합니다. (이때, 시간대와 통화는 쇼핑몰에서 사용하는 유형으로 선택해주세요.)
STEP3. '비즈니스 정보'에서 해당하는 정보를 설정 후 만들기 버튼을 클릭해주세요.
STEP4. 구글 애널리틱스 서비스 약관을 확인 후 약관에 동의해주세요.
STEP5. '데이터 스트림' 설정에서 웹 플랫폼을 선택해주세요.
STEP6. '웹스트림 설정' 에서 웹사이트 URL과 스트림 이름 입력 후 하단의 스트림 만들기 버튼을 클릭해주세요.
STEP7. 스트림 만들기 완료 후 표시되는 웹 스트림 세부정보에서 측정아이디를 복사해주세요.
STEP8. 구글 애널리틱스4 설정을 사용으로 한 후 측정 ID 입력칸에 복사한 번호를 입력한 다음 저장 버튼을 클릭해주세요.
저장이 성공적으로 완료되면 구글 애널리틱스 화면에서 쇼핑몰의 방문 통계와 설정에 따라 전자상거래 관련 데이터를 확인하실 수 있습니다.",,,"{""list_item"": {""seq"": 1744, ""category"": ""부가서비스/마케팅"", ""subject"": ""구글 애널리틱스4 설정방법""}, ""detail_url"": ""https://www.firstmall.kr/customer/faq/1744"", ""detail_answer_collected"": true}"
1742,부가서비스/마케팅,구글 애널리틱스4 관련 FAQ,구글 애널리틱스4 관련 FAQ,"Q. 구글 애널리틱스4 서비스를 사이트에 연결하고 싶습니다. 어떻게 해야 하나요?
STEP1. 구글↗ 회원가입
STEP2. 구글 애널리틱스4↗ 계정 만들기
STEP3. 구글 애널리틱스4 계정 설정 정보 입력
STEP4. 구글 애널리틱스4 > 데이터 스트림 > 연결 계정 클릭 후 G-XXXXXXXXXX(숫자 10자리)로 시작하는 측정 ID 확인
STEP5. '퍼스트몰 > 통계 > 구글 애널리틱스 > 구글 애널리틱스4 설정'에서 사용설정을 '사용'으로 설정 후 측정 ID 입력
STEP6. 전자상거래 사용 여부 체크 후 저장 버튼 클릭
STEP7. 일정시간 경과(최대 1일) 후 구글애널리틱스 화면에서 데이터 수집여부 확인
Q. 전자상거래 사용 전후에 따라 데이터정보 전송에 어떤 차이점이 있나요?
A. 전자상거래 사용 여부에 따라 쇼핑 행동에 대한 정보를 구글 애널리틱스에서 확인하실 수 있습니다.
CASE1. 전자상거래 사용 전
- 수집데이터 : 페이지 조회, 스크롤, 이탈 클릭, 사이트 검색, 파일다운로드
CASE2. 전자상거래 사용 후
- 수집데이터 : 페이지 조회, 스크롤, 이탈 클릭, 사이트 검색, 파일다운로드, 장바구니 추가, 결제하기 시도, 결제완료, 제품클릭, 제품상세 페이지 조회, 제품 목록 조회, 이벤트 클릭, 이벤트 페이지 조회
Q. 구글 애널릭틱스4 에서 수집한 정보와 퍼스트몰에서 확인한 수치 정보가 상이합니다.
A. 구글 애널리틱스의 경우 결제 방법에 상관없이 주문 접수된 주문 건을 모두 매출로 잡습니다.
이는 해외 쇼핑몰의 경우 결제 수단이 카드 결제 하나로만 진행 됩니다.
무통장, 가상계좌, 에스크로 주문건은 실제 입금 여부와 관계 없이 해당 결제 방법을 사용한 주문 건은 모두 결제 확인 상태로 인식합니다.
따라서 퍼스트몰 관리자와 구글 애널리틱스 계정에서 확인하는 매출이 다를 수 있습니다. 유의하세요.
그외 기준은 아래와 같습니다.
퍼스트몰 관리자
구글 애널리틱스 보고서
방문분석
방문자
한 방문자가 하루동안 여러 번 방문해도 1회로 기록합니다.
방문수(session)
최종 액션 후 30분 이후 액션 발생할 경우 새로운 방문수로
기록합니다.
방문자(user)
한 방문자가 하루동안 여러 방문을 해도 1회로 기록합니다.
매출분석
결제 확인 일자
결제 확인된 일자를 기준으로 매출로 기록합니다.
주문 접수 일자
주문이 접수된 일자를 기준으로 매출로 기록합니다.
페이지분석
페이지 뷰
사용자가 페이지 도달 후 새로고침 또는 다른 페이지 탐색 후 다시 원래 페이지 도달한 경우에도 새로운 페이지뷰로 기록합니다.
환불분석
환불 완료 일자
환불 완료된 일자를 기준으로 환불로 기록합니다.",,,"{""list_item"": {""seq"": 1742, ""category"": ""부가서비스/마케팅"", ""subject"": ""구글 애널리틱스4 관련 FAQ""}, ""detail_url"": ""https://www.firstmall.kr/customer/faq/1742"", ""detail_answer_collected"": true}"
1739,퍼스트몰 기능 > 설정,"추가지역 배송비의 지역명이 지역1, 지역2로 노출됩니다.","추가지역 배송비의 지역명이 지역1, 지역2로 노출됩니다.","추가지역 배송비를 생성하신 후, 상품 상세정보 쪽 배송 '자세히' 를 클릭할 때 나오는 추가배송비명 지역1 / 지역2 와 같은 항목명을 수정하는 방법은 아래와 같습니다.
1. '설정 > 배송 설정 > 배송비'에서 해당 상품이 연결된 배송비그룹명의 '수정' 을 클릭합니다.
2. '배송가능국가 : 대한민국'에서 '수정'을 클릭해주세요.
3. '추가' 배송비의 '지역1' 과 '지역2' 를 클릭하신 후 (지역 추가는 지역1 우측의 추가 버튼으로 추가 하실 수 있습니다.)
4. '관리명' 옆의 항목을 수정해주신 후 적용해주시기 바랍니다.",,,"{""list_item"": {""seq"": 1739, ""category"": ""퍼스트몰 기능 > 설정"", ""subject"": ""추가지역 배송비의 지역명이 지역1, 지역2로 노출됩니다.""}, ""detail_url"": ""https://www.firstmall.kr/customer/faq/1739"", ""detail_answer_collected"": true}"
1733,퍼스트몰 기능 > 설정,주문 무효처리 설정은 어떻게 하나요?,주문 무효처리 설정은 어떻게 하나요?,"자동 실행을 사용하시면 고객이 주문을 결제하지 않고 미 입금 상태일 경우, 해당 주문 건을 자동으로 무효 처리 할 수 있습니다.
1. '설정 > 운영 설정 > 주문'으로 접속합니다.
2. '주문 무효 처리'에서 '자동 실행'과 '무효 처리 기간' 설정을 한 후 저장합니다.
※ '주문 무효처리기간’을 최대 14일까지 기간을 설정하실 수 있습니다.
※ 무통장 및 가상계좌 주문 건이 계속 미 입금 상태인 경우, '회원 > 메시지 발송 > SMS 발송 관리 > SMS 자동발송 > 주문 메시지'에서 '입금요청'의 SMS를 설정하여 메시지를 발송할 수 있습니다.",,,"{""list_item"": {""seq"": 1733, ""category"": ""퍼스트몰 기능 > 설정"", ""subject"": ""주문 무효처리 설정은 어떻게 하나요?""}, ""detail_url"": ""https://www.firstmall.kr/customer/faq/1733"", ""detail_answer_collected"": true}"
1729,퍼스트몰 기능,카카오로그인 시 현재창 로그인 방식을 위해 앱설정은 어떻게 해야하나요?,카카오로그인 시 현재창 로그인 방식을 위해 앱설정은 어떻게 해야하나요?,"1. 카카오 개발센터↗에 접속하여 로그인 후, 등록된 애플리케이션명을 클릭합니다.
2. 왼쪽 메뉴의 ""앱 키"" 메뉴에서 ""REST API키""값을 확인 후 복사 합니다.
3. '설정 > 회원 설정 > SNS연동'에서 '카카오 탭의 설정'에 'REST API Key'를 입력 후 저장합니다.
4. '카카오 개발센터 > 카카오로그인 > Redirect URL > 수정' 클릭 후 아래와 같이 입력 후 저장합니다.
https://쇼핑몰 도메인/sns_process/kakao_callback
https://m.쇼핑몰 도메인/sns_process/kakao_callback",,,"{""list_item"": {""seq"": 1729, ""category"": ""퍼스트몰 기능"", ""subject"": ""카카오로그인 시 현재창 로그인 방식을 위해 앱설정은 어떻게 해야하나요?""}, ""detail_url"": ""https://www.firstmall.kr/customer/faq/1729"", ""detail_answer_collected"": true}"
1726,퍼스트몰 기능,KG 모빌리언스(구 KG 올앳)를 이용중입니다. 결제수단에 따른 환불 및 취소에 대해 알려주세요.,KG 모빌리언스(구 KG 올앳)를 이용중입니다. 결제수단에 따른 환불 및 취소에 대해 알려주세요.,"KG 모빌리언스를 이용중인 경우, 결제수단과 취소하는 시점에 따라 각각 취소 가능 여부가 다르니 아래를 참고하시기 바랍니다.
KG 모빌리언스 가명점관리자↗
대표전화 : 1800-0678
2. 계좌이체
- 결제 당일 취소일 경우 : 즉시 취소
- 결제일 이후 취소일 경우 : 취소
* 쇼핑몰 페이지내 결제취소 신청시 '환불신청' 상태 (실제환불x)
관리자페이지내 주문>반품/환불관리>환불조회 메뉴에서 '환불완료'처리 필수
- 부분 취소 가능
3. 계좌이체 에스크로
- 결제 당일 취소일 경우 : 즉시 취소
- 결제일 이후 취소일 경우 : 취소
- 구매 확정 후 취소일 경우 : 취소 불가, 가맹점 자체 처리 필요
* 쇼핑몰 페이지내 결제취소 신청시 '환불신청' 상태 (실제환불x)
관리자페이지내 주문>반품/환불관리>환불조회 메뉴에서 '환불완료'처리 필수
4. 가상계좌
- 미입금 시 자동으로 만료됩니다.
- 고객이 입금한 경우 환불 가능하며, 자동 환불이 되지 않으니 별도로 환불해주셔야 합니다.
- 부분 취소 가능
5. 가상계좌 에스크로
- 미입금 시 자동으로 만료됩니다.
- 고객이 입금한 경우 환불 가능하며, 자동 환불이 되지 않으니 별도로 환불해주셔야 합니다.
- 구매 확정 이후에는 환불 불가능하며, 가맹점에서 자체 처리하셔야 합니다.
- 부분 취소 가능
5. 휴대폰 소액결제
- 결제월 이전 : 취소 가능
- 결제월 이후 : 취소 불가, 가맹점 자체 처리
- 부분 취소 불가능
취소 / 환불 발생 시, 해당 금액은 결제수단의 정산 주기에 맞춰 해당일 지급액에서 상계처리됩니다.
부분취소의 경우, 당일 취소가 아닌 익일 취소로 처리됩니다. ( 계좌이체는 수수료가 발생하며, 신용카드는 매입취소 처리됩니다.)
신용카드 매입 취소 시 금액 환불은 카드사 규정에 따르므로 자세한 사항은 카드사로 문의해주시기 바랍니다.(영업일 내 2~3일 환불)",,,"{""list_item"": {""seq"": 1726, ""category"": ""퍼스트몰 기능"", ""subject"": ""KG 모빌리언스(구 KG 올앳)를 이용중입니다. 결제수단에 따른 환불 및 취소에 대해 알려주세요.""}, ""detail_url"": ""https://www.firstmall.kr/customer/faq/1726"", ""detail_answer_collected"": true}"
